fid,district_name,origin_id,structure_no,latitude,longitude,pue
7691047,zombo,99385,4,2.59645583,30.94058502,
7691036,zombo,64893,4,2.59651809,30.93926778,
7690993,zombo,93319,4,2.59669762,30.93856672,
7690987,zombo,115415,2,2.597039,30.94024782,
7690899,zombo,110336,4,2.59704737,30.93990699,
7690985,zombo,152831,1,2.59710396,30.94046866,
7690752,zombo,44856,10,2.59727454,30.94034581,
7690745,zombo,73865,11,2.59729643,30.93988932,
7691155,zombo,140423,1,2.59740484,30.94056811,
7690927,zombo,27270,3,2.59747606,30.94030756,
7691172,zombo,165926,3,2.59778597,30.93993121,
7690697,zombo,160763,1,2.59793003,30.94014031,
7690840,zombo,78828,6,2.59846232,30.94027932,
7690832,zombo,123479,6,2.59880488,30.939734,
7691132,zombo,155999,1,2.59885291,30.9394733,
7690589,zombo,120694,1,2.59916124,30.93939237,
7690836,zombo,87003,6,2.59974795,30.94086385,
7690724,zombo,171084,1,2.60131274,30.93982805,
7691233,zombo,28243,2,2.5990077,30.93963445,
7691239,zombo,28718,2,2.5968493,30.9384027,
7691248,zombo,27028,3,2.59614951,30.93895672,
7691275,zombo,103307,3,2.60015224,30.94081652,
7691289,zombo,90797,1,2.59850145,30.94050494,
7691306,zombo,39470,2,2.59752301,30.93963965,
7691322,zombo,76968,1,2.59640078,30.93905751,
7691360,zombo,111524,2,2.59666163,30.94026144,
7691458,zombo,102534,1,2.5967794,30.93877491,
7691532,zombo,41533,2,2.59628935,30.93818704,
7691554,zombo,157374,2,2.60064316,30.94103323,
7691568,zombo,22009,1,2.59681173,30.93982105,
7691577,zombo,77025,1,2.59728834,30.93954144,
7691590,zombo,25212,2,2.59880708,30.93998687,
7690485,zombo,79541,1,2.60081612,30.95792957,
7690409,zombo,48338,1,2.60136398,30.94956559,
7690981,zombo,120644,5,2.60178752,30.95325092,
7690996,zombo,82464,4,2.60226891,30.95348413,
7691425,zombo,133290,2,2.60241896,30.95017945,
7690625,zombo,135627,1,2.60254077,30.95362395,
7691302,zombo,156299,3,2.6026012,30.95197332,
7691149,zombo,174086,3,2.60280831,30.95387179,
7690381,zombo,38977,1,2.60300219,30.95376786,
7691362,zombo,130844,2,2.60304537,30.95658066,
7691217,zombo,53239,3,2.60313434,30.95161403,
7691146,zombo,142919,3,2.60349724,30.95170863,
7690709,zombo,166544,1,2.60365568,30.95375486,
7690886,zombo,156668,6,2.60381564,30.95186617,
7691386,zombo,6218,2,2.60397628,30.95384761,
7690692,zombo,159819,1,2.60441612,30.9503743,
7691427,zombo,10442,2,2.60462759,30.95806735,
7691339,zombo,78044,2,2.60471874,30.94701789,
7691242,zombo,91051,3,2.60473737,30.95401331,
7691581,zombo,70135,2,2.60488406,30.95871873,
7690632,zombo,138482,1,2.6051403,30.95259157,
7690627,zombo,137104,1,2.60570951,30.95106694,
7691569,zombo,139400,2,2.60577582,30.95568055,
7691588,zombo,153053,2,2.6062733,30.95529795,
7690615,zombo,131118,1,2.60655202,30.94911392,
7691439,zombo,155136,2,2.60223181,30.9415877,
7691379,zombo,104169,1,2.60246169,30.94077469,
7691314,zombo,32220,3,2.60261932,30.9415734,
7690782,zombo,92131,8,2.60265455,30.94087218,
7690797,zombo,107826,4,2.60290878,30.94106794,
7690433,zombo,58815,1,2.60298711,30.94163281,
7690777,zombo,126002,8,2.60317278,30.94106211,
7690968,zombo,75857,5,2.60329109,30.93845503,
7690796,zombo,55222,3,2.60335457,30.94106896,
7690845,zombo,22291,6,2.60339595,30.94152321,
7691208,zombo,159472,1,2.60383155,30.93735919,
7690900,zombo,51251,5,2.60393961,30.93719247,
7690556,zombo,107975,1,2.60396871,30.93682397,
7691520,zombo,43194,2,2.60410835,30.93737682,
7691416,zombo,136007,2,2.60453852,30.9369685,
7691580,zombo,70243,2,2.60515132,30.94171464,
7690543,zombo,102677,1,2.60526924,30.93933171,
7691378,zombo,100335,1,2.60554601,30.9388627,
7691587,zombo,70690,1,2.60555669,30.93911349,
7690648,zombo,145085,1,2.60569834,30.93802607,
7691500,zombo,83982,1,2.60578781,30.93858029,
7690891,zombo,12733,6,2.60579388,30.93904626,
7690417,zombo,51470,1,2.60582171,30.94004607,
7690821,zombo,108401,6,2.60596899,30.9386259,
7690858,zombo,92193,6,2.60604396,30.93948424,
7690611,zombo,130246,1,2.60605395,30.94015611,
7691450,zombo,71199,1,2.60614515,30.93811629,
7691140,zombo,82888,1,2.60615313,30.93932029,
7691296,zombo,122020,2,2.60634672,30.93818144,
7691274,zombo,51970,3,2.6063724,30.93797909,
7691281,zombo,170343,2,2.6064879,30.93867082,
7690415,zombo,50502,1,2.6065677,30.94141339,
7691031,zombo,55723,4,2.60659747,30.93847385,
7691077,zombo,103045,4,2.60664427,30.93800539,
7690414,zombo,50454,1,2.60299129,30.97191677,
7690456,zombo,66023,1,2.60373375,30.97195072,
7690707,zombo,165642,1,2.60416245,30.97185278,
7691006,zombo,139687,4,2.60502602,30.97221494,
7690631,zombo,138164,1,2.60556798,30.97237599,
7691112,zombo,20504,4,2.60560762,30.97294502,
7691192,zombo,106210,2,2.60583,30.97291938,
7690481,zombo,77658,1,2.60645862,30.97295773,
7691493,zombo,85503,2,2.60658759,30.97343714,
7691422,zombo,104354,1,2.60680228,30.97377931,
7690975,zombo,41011,5,2.60698824,30.97406418,
7691054,zombo,110969,4,2.60704167,30.97377268,
7691341,zombo,72021,2,2.60704219,30.97331034,
7691538,zombo,125149,1,2.60721511,30.97405568,
7690995,zombo,151547,4,2.60733396,30.97384042,
7691560,zombo,65559,2,2.60742799,30.97427933,
7691501,zombo,128399,2,2.60744623,30.97341916,
7690675,zombo,153112,1,2.60756929,30.97638069,
7690396,zombo,43707,1,2.60774053,30.97357815,
7691478,zombo,49698,2,2.60786711,30.97558376,
7690498,zombo,84954,1,2.6080714,30.97441049,
7690527,zombo,94485,1,2.60811952,30.9742338,
7691059,zombo,166695,4,2.60825903,30.97352597,
7691267,zombo,20256,3,2.60830613,30.97391105,
7690712,zombo,166980,1,2.60839457,30.97452962,
7691352,zombo,99160,2,2.60862094,30.97610055,
7691440,zombo,154167,2,2.60874129,30.97433782,
7691152,zombo,100225,3,2.60875295,30.97471021,
7691311,zombo,170727,3,2.60912901,30.97507004,
7691145,zombo,62230,3,2.60915849,30.9747362,
7691391,zombo,128660,2,2.60937351,30.97422747,
7691647,zombo,40826,1,2.61133681,30.97514371,
7691660,zombo,47109,1,2.61149883,30.97535852,
7692081,zombo,47319,3,2.61323751,30.97370591,
7692350,zombo,59873,2,2.61037539,30.97488972,
7692355,zombo,114585,2,2.6098075,30.97488079,
7692357,zombo,48739,2,2.61335203,30.97289666,
7691029,zombo,99009,4,2.59241862,30.93865877,
7690376,zombo,37078,1,2.59245397,30.93951359,
7690787,zombo,29551,7,2.59265188,30.9390996,
7691000,zombo,42659,2,2.59279445,30.93924232,
7691335,zombo,79109,2,2.59286602,30.93955037,
7690805,zombo,178350,7,2.5929739,30.93870554,
7690620,zombo,134074,1,2.59309697,30.93966263,
7690373,zombo,36028,1,2.5931155,30.9389635,
7690424,zombo,55321,1,2.59332311,30.93854111,
7690617,zombo,132017,1,2.59353311,30.93888713,
7690953,zombo,87852,5,2.59382504,30.93874246,
7691133,zombo,153414,1,2.5939396,30.93935923,
7690754,zombo,162291,10,2.59414566,30.93937465,
7690880,zombo,125415,6,2.59431789,30.9385614,
7690950,zombo,149055,2,2.5943988,30.93947279,
7691039,zombo,170419,2,2.59453185,30.93854355,
7691325,zombo,122598,2,2.59456507,30.93900689,
7690638,zombo,140107,1,2.59493477,30.93908677,
7690628,zombo,137472,1,2.59494763,30.93847537,
7690944,zombo,114505,5,2.59514692,30.93956376,
7690622,zombo,135458,1,2.59529901,30.93935599,
7690859,zombo,144016,6,2.59531907,30.94041696,
7690601,zombo,125365,1,2.59541035,30.93966007,
7691280,zombo,102998,3,2.59561574,30.93907532,
7691446,zombo,125461,2,2.59437843,30.93968449,
7691477,zombo,49687,1,2.59402668,30.93887029,
7691533,zombo,79040,2,2.59215442,30.93898224,
7690584,zombo,119577,1,2.58592522,30.93565371,
7690736,zombo,176034,1,2.58596449,30.93501678,
7691164,zombo,138611,3,2.58626113,30.93548057,
7691313,zombo,58324,3,2.58626257,30.93589909,
7690583,zombo,119457,1,2.58651535,30.93486976,
7691078,zombo,114495,4,2.58664964,30.93619642,
7690330,zombo,20748,1,2.58671075,30.93492346,
7691147,zombo,158925,2,2.58681472,30.93601556,
7691163,zombo,157759,3,2.58692227,30.9354453,
7691203,zombo,139289,3,2.58695545,30.93572336,
7691148,zombo,119453,1,2.58708201,30.93592751,
7691367,zombo,109125,2,2.58716165,30.93560079,
7690475,zombo,75866,1,2.58723555,30.93480764,
7691288,zombo,14181,3,2.58725799,30.93505335,
7690887,zombo,107684,6,2.5873318,30.93574028,
7691199,zombo,79011,3,2.58751505,30.9353936,
7691395,zombo,89906,2,2.58755112,30.93495453,
7690903,zombo,175317,4,2.58759665,30.93579941,
7691374,zombo,162107,1,2.58763809,30.93558675,
7691295,zombo,2483,3,2.58781704,30.93580125,
7691509,zombo,39935,2,2.58675985,30.93510286,
7690664,zombo,150092,1,2.6033141,30.96803998,
7690708,zombo,166310,1,2.6035492,30.96808031,
7691547,zombo,22723,2,2.60379327,30.96829987,
7690705,zombo,165012,1,2.60425516,30.96860976,
7691511,zombo,129057,2,2.60485225,30.96880247,
7691347,zombo,153370,2,2.60448859,30.96884003,
7691255,zombo,177440,3,2.60519238,30.96901452,
7691268,zombo,92056,3,2.60031747,30.96917883,
7691197,zombo,139502,1,2.60079501,30.96928021,
7690872,zombo,66816,6,2.60052922,30.96929759,
7690653,zombo,146612,1,2.60090799,30.96943933,
7690455,zombo,65664,1,2.60035953,30.96957717,
7691401,zombo,165228,2,2.60194692,30.9697617,
7690460,zombo,66899,1,2.60768679,30.96992337,
7690587,zombo,119907,1,2.6084315,30.97024615,
7690623,zombo,135526,1,2.60305666,30.97025721,
7690734,zombo,174772,1,2.60681768,30.97028056,
7690997,zombo,90985,4,2.6033531,30.97029993,
7690412,zombo,49971,1,2.60457311,30.97100271,
7690621,zombo,134660,1,2.60803539,30.97115265,
7692130,zombo,50512,3,2.60999456,30.97115444,
7690629,zombo,137743,1,2.60319385,30.9713491,
7691075,zombo,112660,4,2.58322235,30.94743592,
7690654,zombo,146786,1,2.58328706,30.94915892,
7690910,zombo,56498,5,2.58347541,30.94959688,
7691037,zombo,86179,4,2.58371846,30.94778569,
7690737,zombo,176166,1,2.58383468,30.94933361,
7691437,zombo,164937,2,2.58405831,30.94945928,
7691243,zombo,169378,3,2.58420474,30.9518823,
7690888,zombo,147011,6,2.58433833,30.94984758,
7690906,zombo,59797,5,2.58447975,30.9502027,
7691209,zombo,168257,2,2.58454039,30.94998333,
7691408,zombo,117605,1,2.5847248,30.9501299,
7691120,zombo,72158,4,2.58486975,30.94962285,
7691312,zombo,13605,3,2.58524356,30.94946567,
7690661,zombo,149033,1,2.58588481,30.94534728,
7690476,zombo,76118,1,2.58640661,30.95317051,
7690446,zombo,62614,1,2.58679706,30.95331357,
7690302,zombo,4019,1,2.58716301,30.95316958,
7691441,zombo,163755,1,2.58786653,30.95079161,
7691008,zombo,49589,4,2.58807649,30.95085058,
7691114,zombo,21032,4,2.58824086,30.95139982,
7690893,zombo,72792,5,2.58842076,30.95072173,
7691219,zombo,70156,1,2.58849292,30.951502,
7691065,zombo,2342,4,2.58879204,30.9508075,
7690431,zombo,58258,1,2.58883302,30.95143145,
7690972,zombo,70837,5,2.58937678,30.95079638,
7690484,zombo,78832,1,2.58946874,30.95186355,
7691151,zombo,178389,2,2.58952163,30.95109336,
7690815,zombo,66358,7,2.58977224,30.95088634,
7690685,zombo,157482,1,2.59041169,30.94551117,
7691545,zombo,74524,1,2.58799928,30.9514534,
7691598,zombo,70438,2,2.58936613,30.95215729,
7691028,zombo,150148,4,2.60421853,30.94358996,
7690491,zombo,81146,1,2.60423717,30.94335231,
7690862,zombo,85956,4,2.6046197,30.94395223,
7691186,zombo,145117,1,2.60474364,30.94380642,
7690747,zombo,109902,11,2.60480482,30.9440886,
7691465,zombo,51186,1,2.60484425,30.94287525,
7691116,zombo,42685,4,2.60497212,30.94333338,
7690835,zombo,7763,2,2.60502939,30.94410926,
7691003,zombo,120667,4,2.60509644,30.94290826,
7690592,zombo,122001,1,2.60513221,30.94265561,
7691513,zombo,58909,1,2.60529236,30.94278077,
7691167,zombo,150171,3,2.60541942,30.9433064,
7691201,zombo,114206,2,2.60622194,30.94362387,
7690940,zombo,112142,5,2.60625333,30.9432119,
7691027,zombo,36551,3,2.60637167,30.94342044,
7690606,zombo,126980,1,2.60653539,30.94304522,
7690775,zombo,127064,8,2.60661997,30.94328119,
7691076,zombo,169668,1,2.60681193,30.94319614,
7690576,zombo,115778,1,2.60726059,30.94474498,
7691397,zombo,48065,1,2.60756736,30.9422507,
7691252,zombo,7409,1,2.607607,30.94192825,
7690788,zombo,150660,7,2.6077272,30.94214115,
7690863,zombo,163938,3,2.60776819,30.94184557,
7690908,zombo,14434,3,2.6080406,30.94186598,
7691287,zombo,20922,3,2.60922508,30.94229329,
7690959,zombo,8254,5,2.6093792,30.94438251,
7691662,zombo,48478,1,2.61050627,30.94398115,
7691800,zombo,131367,1,2.61130484,30.9460829,
7691779,zombo,115156,1,2.61166598,30.94499269,
7691918,zombo,45197,6,2.61008732,30.94435936,
7691955,zombo,84509,2,2.61023452,30.94448275,
7692062,zombo,52518,3,2.61096464,30.94456138,
7692255,zombo,111585,1,2.61019308,30.94472022,
7692269,zombo,24267,2,2.61060033,30.94483162,
7692331,zombo,97789,2,2.61032731,30.94713738,
7690920,zombo,94101,1,2.60739198,30.94038741,
7690536,zombo,100141,1,2.60747758,30.94157312,
7690750,zombo,30573,11,2.60752104,30.94055077,
7691104,zombo,27929,4,2.60758207,30.93879944,
7690951,zombo,143664,5,2.60767529,30.93841598,
7690964,zombo,144813,5,2.60767822,30.94100575,
7690810,zombo,108590,7,2.60770432,30.94165491,
7691193,zombo,166610,2,2.60771618,30.94050404,
7691277,zombo,86196,2,2.60793164,30.94094127,
7690786,zombo,37904,7,2.60822639,30.94143869,
7690882,zombo,152683,3,2.60831123,30.94058382,
7690780,zombo,28643,8,2.60831657,30.94035739,
7691333,zombo,106231,2,2.60849912,30.93421313,
7691468,zombo,104358,1,2.60854451,30.94022137,
7691128,zombo,116375,3,2.60863899,30.94092452,
7690528,zombo,94865,1,2.60871029,30.94032531,
7691224,zombo,167384,3,2.60872472,30.93738995,
7691518,zombo,43004,1,2.60882099,30.940146,
7691007,zombo,39036,2,2.60897474,30.94027211,
7691231,zombo,115108,2,2.60923479,30.94065917,
7691576,zombo,66550,1,2.60792795,30.94164599,
7691436,zombo,58603,2,2.60749153,30.95283089,
7690698,zombo,162176,1,2.60777382,30.95433766,
7690461,zombo,67347,1,2.60777772,30.95396694,
7690581,zombo,117563,1,2.60800369,30.9602598,
7690387,zombo,40849,1,2.60804461,30.95393063,
7691485,zombo,156967,2,2.60837476,30.95626575,
7690422,zombo,53623,1,2.60861941,30.95921396,
7690410,zombo,48456,1,2.6088086,30.96044014,
7691357,zombo,107268,2,2.60935721,30.96056315,
7691642,zombo,33810,1,2.60973531,30.95108927,
7691852,zombo,167391,1,2.6097375,30.96164798,
7692048,zombo,45456,4,2.60992518,30.95644029,
7691722,zombo,79887,1,2.60993965,30.95408245,
7692019,zombo,143826,4,2.61000022,30.95606293,
7691793,zombo,126021,1,2.61020714,30.95105718,
7691712,zombo,73801,1,2.61027096,30.9565105,
7691821,zombo,144220,1,2.61050977,30.95656628,
7691666,zombo,49023,1,2.61090687,30.96226245,
7691726,zombo,81621,1,2.61176148,30.9616336,
7691857,zombo,171490,1,2.61197767,30.95704801,
7691859,zombo,173216,1,2.61212445,30.95686376,
7691618,zombo,11494,1,2.61224204,30.96261247,
7691651,zombo,43755,1,2.61258447,30.95721375,
7691846,zombo,161015,1,2.61260418,30.95745037,
7691823,zombo,146499,1,2.61265688,30.95798937,
7692039,zombo,129139,4,2.61305382,30.95781851,
7691685,zombo,56540,1,2.61337136,30.95814345,
7691636,zombo,31804,1,2.61395623,30.9557332,
7692064,zombo,136362,3,2.61394809,30.95059496,
7692092,zombo,39656,3,2.61464558,30.96380768,
7692102,zombo,118244,3,2.61262359,30.95774668,
7692106,zombo,17542,2,2.61247994,30.95787376,
7692197,zombo,149682,2,2.61228432,30.95727963,
7692201,zombo,159568,2,2.61253753,30.95053976,
7692250,zombo,70489,2,2.61453975,30.96077471,
7691764,zombo,107445,1,2.61436876,30.94484087,
7691613,zombo,9185,1,2.61532701,30.94024342,
7691847,zombo,161540,1,2.6156569,30.94551127,
7691770,zombo,109670,1,2.61586029,30.94528665,
7691720,zombo,79146,1,2.61603054,30.94542428,
7691870,zombo,148952,9,2.61627149,30.94154196,
7691777,zombo,112907,1,2.61630897,30.93989518,
7692010,zombo,147995,2,2.61647941,30.94169705,
7691975,zombo,59497,2,2.61651689,30.94023886,
7691921,zombo,74712,6,2.61667076,30.94012636,
7691677,zombo,52677,1,2.61718407,30.94599285,
7691755,zombo,102811,1,2.61720342,30.94164648,
7691822,zombo,146172,1,2.61724972,30.939588,
7691650,zombo,43007,1,2.61728179,30.94196936,
7691882,zombo,48629,7,2.61807529,30.94668156,
7692014,zombo,160746,4,2.61813043,30.93971476,
7691643,zombo,34084,1,2.61824236,30.9423573,
7692013,zombo,136604,4,2.61832669,30.94290898,
7691962,zombo,63654,3,2.61835823,30.9467362,
7691853,zombo,167648,1,2.61849444,30.94234909,
7691772,zombo,110110,1,2.61851237,30.94253991,
7691925,zombo,18539,6,2.61854297,30.94610106,
7691681,zombo,53675,1,2.61868597,30.94225348,
7691684,zombo,56232,1,2.61872258,30.94523374,
7691667,zombo,49341,1,2.61902361,30.94625782,
7692031,zombo,138763,4,2.61525999,30.94505378,
7692041,zombo,132314,2,2.61668272,30.9398651,
7692084,zombo,132950,2,2.61797216,30.94690382,
7692112,zombo,101067,3,2.61899804,30.93923342,
7692144,zombo,13170,1,2.61606218,30.94148064,
7692147,zombo,12874,3,2.61932521,30.94622358,
7692169,zombo,83833,1,2.61843737,30.9462579,
7692187,zombo,45981,3,2.61573219,30.94143491,
7692188,zombo,118926,2,2.61874736,30.94245138,
7692205,zombo,66794,1,2.61795387,30.94647148,
7692212,zombo,170741,1,2.61631363,30.94016515,
7692228,zombo,122062,1,2.61854291,30.94291463,
7692233,zombo,147960,2,2.61848422,30.94476483,
7692241,zombo,171883,2,2.61966161,30.94489331,
7692245,zombo,119105,1,2.61518379,30.94486128,
7692246,zombo,156408,2,2.61717032,30.94561437,
7692248,zombo,142398,2,2.61912837,30.93940264,
7692264,zombo,116588,2,2.61587599,30.94007292,
7692265,zombo,148004,2,2.61867316,30.94274642,
7692306,zombo,145309,1,2.61684773,30.94007208,
7692313,zombo,97061,2,2.61918515,30.93817528,
7692390,zombo,123193,2,2.61472285,30.94465104,
7691756,zombo,103063,1,2.61988629,30.94459046,
7691645,zombo,39646,1,2.61996171,30.94552811,
7691894,zombo,81148,6,2.6205758,30.93964971,
7691632,zombo,28767,1,2.62061484,30.9443258,
7691872,zombo,156094,8,2.62070068,30.93990268,
7692000,zombo,167066,2,2.62100429,30.94486015,
7691947,zombo,48309,4,2.62104541,30.94515933,
7692016,zombo,48051,4,2.6211028,30.94435122,
7691884,zombo,15710,7,2.62121618,30.94500672,
7691964,zombo,88509,5,2.62123841,30.94469998,
7691727,zombo,81738,1,2.62146146,30.94601494,
7691924,zombo,172176,6,2.6216804,30.9450901,
7691901,zombo,132080,6,2.62175297,30.94726521,
7691977,zombo,141375,4,2.62199396,30.94512008,
7691957,zombo,119504,5,2.62261971,30.93852257,
7692008,zombo,95969,4,2.62265662,30.94352419,
7691937,zombo,73666,5,2.62281554,30.94529792,
7691897,zombo,156984,6,2.62287631,30.94671681,
7691816,zombo,140131,1,2.62293198,30.94579965,
7691992,zombo,57899,3,2.6230377,30.94529154,
7691605,zombo,3639,1,2.62360068,30.94586149,
7691804,zombo,133089,1,2.62402353,30.94295545,
7691914,zombo,101301,6,2.62406331,30.94261124,
7691840,zombo,156468,1,2.6241438,30.94611355,
7691864,zombo,49888,11,2.62479421,30.94256608,
7691874,zombo,23980,1,2.62501276,30.9425583,
7691862,zombo,53036,14,2.62514231,30.94235153,
7692042,zombo,57398,4,2.6207898,30.94454447,
7692043,zombo,18277,2,2.6203973,30.93980727,
7692054,zombo,112430,3,2.62438239,30.94263045,
7692099,zombo,102624,2,2.62145792,30.94497247,
7692113,zombo,130568,3,2.6230578,30.93451737,
7692150,zombo,127865,3,2.61998287,30.94478907,
7692155,zombo,121980,3,2.62432798,30.94571061,
7692168,zombo,82512,3,2.62112886,30.94685692,
7692222,zombo,177580,1,2.62016647,30.94484972,
7692273,zombo,25922,2,2.62532027,30.94191496,
7692281,zombo,31311,2,2.62351267,30.94293754,
7692307,zombo,92464,2,2.62039136,30.94450367,
7692336,zombo,143955,2,2.62293666,30.93914108,
7692340,zombo,37750,2,2.62009713,30.94462205,
7692345,zombo,8596,2,2.62322065,30.94584989,
7692379,zombo,56760,2,2.62215095,30.93839893,
7692381,zombo,51335,1,2.62241589,30.93864708,
7691988,zombo,165056,4,2.60990264,30.94116843,
7691621,zombo,15649,1,2.61034678,30.93988686,
7691792,zombo,125904,1,2.61042249,30.93949117,
7691944,zombo,26279,5,2.6113428,30.93777872,
7691630,zombo,26967,1,2.61155797,30.94142016,
7691827,zombo,150563,1,2.61276713,30.94021106,
7691995,zombo,32584,4,2.61285102,30.94147915,
7691920,zombo,61328,6,2.61342282,30.9403501,
7691997,zombo,72993,4,2.61394514,30.94018191,
7691675,zombo,52370,1,2.61395534,30.94073718,
7692021,zombo,167352,2,2.61424364,30.93782331,
7691892,zombo,113840,6,2.61438978,30.9375764,
7691698,zombo,67768,1,2.61516791,30.93700543,
7691784,zombo,119283,1,2.61576834,30.93424093,
7691774,zombo,111761,1,2.61594722,30.93448385,
7691993,zombo,83145,4,2.61609547,30.93403903,
7691788,zombo,122327,1,2.61818391,30.93804245,
7691999,zombo,30358,4,2.61823164,30.93761776,
7692037,zombo,119716,3,2.61463001,30.93757001,
7692050,zombo,35521,3,2.61221138,30.9402377,
7692079,zombo,134681,3,2.61642219,30.93731758,
7692110,zombo,34071,3,2.6121562,30.94126874,
7692115,zombo,137476,3,2.61377025,30.94191781,
7692143,zombo,13180,3,2.61033831,30.94060178,
7692202,zombo,158489,2,2.61147703,30.93826149,
7692214,zombo,178351,2,2.61689096,30.93680119,
7692220,zombo,136241,1,2.61121504,30.93806004,
7692223,zombo,170707,2,2.61296795,30.941839,
7692260,zombo,163433,2,2.61704177,30.93664139,
7692274,zombo,25757,1,2.61405978,30.94191045,
7692298,zombo,63140,2,2.61336559,30.93987519,
7692305,zombo,27879,2,2.60971143,30.94155116,
7692358,zombo,81784,2,2.61025134,30.94138814,
7692371,zombo,54693,2,2.61302578,30.94050679,
7692388,zombo,40340,2,2.61326765,30.94070669,
7692389,zombo,40180,2,2.61295398,30.94019011,
7692394,zombo,37775,1,2.60968416,30.94109738,
7691780,zombo,115316,1,2.61621365,30.9644578,
7691735,zombo,85862,1,2.61676511,30.96291603,
7691688,zombo,58033,1,2.6175354,30.95083522,
7691717,zombo,76761,1,2.61757433,30.9579009,
7691761,zombo,104844,1,2.61863325,30.96105728,
7691819,zombo,143472,1,2.61866293,30.96069464,
7691619,zombo,14290,1,2.61886031,30.96180628,
7691928,zombo,12302,5,2.61924215,30.96414636,
7691701,zombo,68667,1,2.61945739,30.96068263,
7691725,zombo,81518,1,2.61954531,30.96414292,
7691696,zombo,62983,1,2.61972544,30.9606594,
7691970,zombo,104863,5,2.62051636,30.96112873,
7691609,zombo,6603,1,2.62097373,30.96115572,
7691747,zombo,97798,1,2.62132364,30.96464194,
7692030,zombo,84333,4,2.62139959,30.95856975,
7691751,zombo,99937,1,2.62191548,30.95305897,
7691733,zombo,85266,1,2.62196478,30.96515803,
7691664,zombo,48712,1,2.62207465,30.96454214,
7691669,zombo,49793,1,2.62235962,30.96447643,
7691960,zombo,156263,5,2.62345503,30.96548565,
7691711,zombo,73447,1,2.62471499,30.9677397,
7691952,zombo,79967,5,2.62477265,30.9622015,
7691858,zombo,171533,1,2.62503693,30.96270004,
7691805,zombo,133983,1,2.62532897,30.95989974,
7692053,zombo,86925,3,2.61718592,30.96357563,
7692061,zombo,79495,3,2.62010644,30.96093772,
7692093,zombo,66174,3,2.61947151,30.95788152,
7692111,zombo,158304,3,2.61592861,30.96273586,
7692120,zombo,123865,3,2.62182778,30.96006927,
7692122,zombo,20087,3,2.62221036,30.96481294,
7692133,zombo,7550,3,2.61775569,30.9606697,
7692184,zombo,94906,3,2.61948933,30.96188752,
7692193,zombo,123319,2,2.61752303,30.96080658,
7692196,zombo,69974,2,2.61836574,30.9605082,
7692199,zombo,67682,2,2.61843761,30.96028492,
7692204,zombo,157091,2,2.62223658,30.96017391,
7692213,zombo,65905,2,2.62092279,30.96211485,
7692215,zombo,140578,1,2.62504996,30.96232275,
7692216,zombo,177086,2,2.61768742,30.96333994,
7692224,zombo,153438,2,2.61800299,30.96047514,
7692225,zombo,147137,2,2.62435527,30.96769114,
7692293,zombo,124173,2,2.62165019,30.96494949,
7692299,zombo,155368,2,2.61720415,30.96074174,
7692326,zombo,59899,2,2.62229564,30.96504747,
7692332,zombo,8560,2,2.61540357,30.95726637,
7692333,zombo,13371,1,2.61991824,30.96082434,
7692339,zombo,16092,2,2.62365515,30.96505743,
7692364,zombo,59255,2,2.62357759,30.95903101,
7692369,zombo,179227,1,2.62368228,30.96545829,
7692378,zombo,56367,2,2.61862124,30.9639669,
7692058,zombo,127273,3,2.61749489,30.97467632,
7691649,zombo,41058,1,2.61749646,30.97443066,
7691849,zombo,162965,1,2.61752442,30.9741492,
7691789,zombo,122803,1,2.61778442,30.97338091,
7691842,zombo,156681,1,2.61791416,30.97385332,
7692035,zombo,92048,4,2.61795973,30.97463358,
7691834,zombo,154368,1,2.61889576,30.97307306,
7691739,zombo,93354,1,2.61894622,30.97338504,
7691861,zombo,178279,1,2.61992028,30.97584137,
7691674,zombo,52115,1,2.62028857,30.97562341,
7691833,zombo,153610,1,2.62049565,30.97502698,
7691837,zombo,155509,1,2.62063524,30.9760101,
7691919,zombo,19423,6,2.62082526,30.97534356,
7691752,zombo,100636,1,2.62092979,30.97183468,
7691941,zombo,109591,5,2.62095222,30.97343345,
7692027,zombo,68916,1,2.6210167,30.97536626,
7691620,zombo,15357,1,2.62113819,30.97422974,
7692023,zombo,78653,3,2.62121355,30.97355037,
7691950,zombo,8634,5,2.62134304,30.9743723,
7692103,zombo,95036,2,2.61771481,30.97466579,
7692104,zombo,54725,3,2.61793304,30.97350936,
7692154,zombo,172465,3,2.61845664,30.97344307,
7692158,zombo,27217,3,2.61551344,30.97580478,
7692165,zombo,28683,3,2.6214193,30.97306377,
7692191,zombo,143779,2,2.61826054,30.97518227,
7692252,zombo,128955,2,2.62102491,30.97238477,
7692272,zombo,144443,2,2.61734667,30.9752112,
7692289,zombo,30336,2,2.62147663,30.97324078,
7692291,zombo,86105,2,2.62036849,30.97205177,
7692294,zombo,143600,2,2.61826582,30.97394907,
7692297,zombo,36062,2,2.62007915,30.97615347,
7691403,zombo,95843,2,2.58734056,30.97237465,
7691462,zombo,120041,2,2.58827098,30.97247799,
7691517,zombo,98398,2,2.59480584,30.97252324,
7690380,zombo,38827,1,2.5885694,30.97258756,
7690585,zombo,119649,1,2.59562087,30.97262737,
7690554,zombo,106790,1,2.58792944,30.97440337,
7690558,zombo,108964,1,2.5988973,30.97442946,
7690355,zombo,28423,1,2.58909703,30.97463711,
